;Veroeffentlichungs-Nummer;Erfinder;Anmelder/Inhaber
160;EP000003376453A1;SARKAR SOURADIP, BE;NOKIA TECHNOLOGIES OY, FI
161;EP000003376452A1;PIANESE FABIO, FR;NOKIA TECHNOLOGIES OY, FI
162;EP000003376452A1;SIGNORINI MATTÉO, FR;NOKIA TECHNOLOGIES OY, FI
163;EP000003364351A1;HONG JAY WU, KR;COINPLUG INC, KR
164;EP000003364351A1;SONG JOO HAN, KR;COINPLUG INC, KR
165;EP000003364351A1;UHR JOON SUN, KR;COINPLUG INC, KR
166;EP000003355513B1;CRONIE HARM, CH;SONY CORP, JP
167;EP000003355513B1;NOLAN JULIAN, CH;SONY CORP, JP
168;EP000003355190A1;CRONIE HARM, CH;SONY CORP, JP
169;EP000003355190A1;NOLAN JULIAN, CH;SONY CORP, JP
170;EP000003310095B1;IMAI SATOSHI, JP;FUJITSU LTD, JP
171;EP000003310095B1;KATAGIRI TORU, JP;FUJITSU LTD, JP
172;EP000003310095B1;SEKIYA MOTOYOSHI, JP;FUJITSU LTD, JP
173;EP000003310095B1;YAMADA TETSUYA, JP;FUJITSU LTD, JP
174;EP000003309996A1;MANDAL AVRADIP, US;FUJITSU LTD, JP
175;EP000003309996A1;MONTGOMERY HART, US;FUJITSU LTD, JP
176;EP000003309996A1;ROY ARNAB, US;FUJITSU LTD, JP
177;EP000003296913B1;GIORDANO GIUSEPPE, FR;ACCENTURE GLOBAL SOLUTIONS LTD, IE
178;EP000003296913B1;HOSS ALEXIS ANTOINE, FR;ACCENTURE GLOBAL SOLUTIONS LTD, IE
179;EP000003296913B1;LE ANH-DUNG, FR;ACCENTURE GLOBAL SOLUTIONS LTD, IE
180;EP000003296913B1;SCHIATTI LUCA, FR;ACCENTURE GLOBAL SOLUTIONS LTD, IE
181;EP000003296913B1;VIALE EMMANUEL JEAN, FR;ACCENTURE GLOBAL SOLUTIONS LTD, IE
182;EP000003249599A1;ZHANG ZHIHUI, CN;SONY CORP, JP
183;EP000003242265A1;LIBERMAN STANISLAV, US;CHICAGO MERCANTILE EXCHANGE INC, US
184;EP000003242265A1;MADHAVEN AJAY, US;CHICAGO MERCANTILE EXCHANGE INC, US
185;EP000003242265A1;REDDY KIREETI, US;CHICAGO MERCANTILE EXCHANGE INC, US
186;EP000003236403A2;ZHANG ZHIHUI, CN;SONY CORP, JP
187;EP000003125489B1;DANIEL JOSHUA, GB;BRITISH TELECOMM, GB
188;EP000003125489B1;DIMITRAKOS THEO, GB;BRITISH TELECOMM, GB
189;EP000003125489B1;DUCATEL GERY, GB;BRITISH TELECOMM, GB
190;US020210126826A1;BRADY JOHN, IE;INTEL CORP, US
191;US020210126826A1;BURNS GREGORY, US;INTEL CORP, US
192;US020210126826A1;CAHILL NIALL, IE;INTEL CORP, US
193;US020210126826A1;CARBONI DAVIDE, GB;INTEL CORP, US
194;US020210126826A1;KELLY MARK, IE;INTEL CORP, US
195;US020210126826A1;NOLAN KEITH, IE;INTEL CORP, US
196;US020210126826A1;NOLAN MICHAEL, IE;INTEL CORP, US
197;US020210126826A1;SMITH NED M, US;INTEL CORP, US
198;US020210126797A1;PENG YUJUN, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
199;US020210126792A1;LU XUMING, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
200;US020210126792A1;SHAO JIAYI, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
201;US020210126791A1;LU XUMING, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
202;US020210126791A1;YE GUOJUN, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
203;US020210126791A1;ZHOU HUI, CN;ALIPAY HANGZHOU INF TECH CO LTD, CN
204;US020210126790A1;KARAME GHASSAN, DE;NEC LABORATORIES EUROPE GMBH, DE
205;US020210126790A1;LI WENTING, DE;NEC LABORATORIES EUROPE GMBH, DE
206;US020210126787A1;BEHL DUSHYANT K, IN;IBM, US
207;US020210126787A1;KODESWARAN PALANIVEL ANDIAPPAN, IN;IBM, US
208;US020210126787A1;RAMAKRISHNA VENKATRAMAN, IN;IBM, US
209;US020210126787A1;SEN SAYANDEEP, IN;IBM, US
210;US020210124760A1;BANDKAR MAHESH KRISHNA, IN;ACCENTURE GLOBAL SOLUTIONS LTD, IE
211;US020210124760A1;BANERJEE ANKUR A, GB;ACCENTURE GLOBAL SOLUTIONS LTD, IE
212;US020210124760A1;BIDEWELL PETER, GB;ACCENTURE GLOBAL SOLUTIONS LTD, IE
213;US020210124760A1;BIJANI PRAMODSING, IN;ACCENTURE GLOBAL SOLUTIONS LTD, IE
214;US020210124760A1;KANTAWALA MUFADDAL MOAZAM, IN;ACCENTURE GLOBAL SOLUTIONS LTD, IE
215;US020210124760A1;KLEIN MICHAEL W, US;ACCENTURE GLOBAL SOLUTIONS LTD, IE
216;US020210124760A1;MERINO MANUEL, US;ACCENTURE GLOBAL SOLUTIONS LTD, IE
217;US020210124760A1;PARULKAR ANAND, IN;ACCENTURE GLOBAL SOLUTIONS LTD, IE
218;US020210124760A1;ROY SOWNAK, GB;ACCENTURE GLOBAL SOLUTIONS LTD, IE
219;US020210119804A1;DESHPANDE AJAY ASHOK, US;IBM, US
220;US020210119804A1;HARSHA PAVITHRA, US;IBM, US
221;US020210119804A1;JAGMOHAN ASHISH, US;IBM, US
222;US020210119804A1;KOC ALI, US;IBM, US
223;US020210119804A1;OW YAM HUO, US;IBM, US
224;US020210117938A1;ARORA ANKUR, IN;MASTERCARD INTERNATIONAL INC, US
225;US020210117938A1;GARG CHANDAN, IN;MASTERCARD INTERNATIONAL INC, US
226;US020210117938A1;KUMAWAT JAIPAL SINGH, IN;MASTERCARD INTERNATIONAL INC, US
227;US020210117919A1;DESHPANDE AJAY ASHOK, US;IBM, US
228;US020210117919A1;HARSHA PAVITHRA, US;IBM, US
229;US020210117919A1;JAGMOHAN ASHISH, US;IBM, US
230;US020210117919A1;PAULSON ELISABETH CLAIRE, US;IBM, US
231;US020210117919A1;RATAKONDA KRISHNA CHAITANYA, US;IBM, US
232;US020210117916A1;DESHPANDE AJAY ASHOK, US;IBM, US
233;US020210117916A1;GOPINATH RAMESH, US;IBM, US
234;US020210117916A1;HARSHA PAVITHRA, US;IBM, US
235;US020210117916A1;JAGMOHAN ASHISH, US;IBM, US
236;US020210117916A1;KOC ALI, US;IBM, US
237;US020210117916A1;PAULSON ELISABETH CLAIRE, US;IBM, US
238;US020210117916A1;RATAKONDA KRISHNA CHAITANYA, US;IBM, US
239;US020210117910A1;DESHPANDE AJAY ASHOK, US;IBM, US
240;US020210117910A1;HARSHA PAVITHRA, US;IBM, US
241;US020210117910A1;JAGMOHAN ASHISH, US;IBM, US
242;US020210117910A1;KOC ALI, US;IBM, US
243;US020210117910A1;MOHAN RAKESH, US;IBM, US
244;US020210117910A1;ZHANG YUN, US;IBM, US
245;US020210117909A1;DESHPANDE AJAY ASHOK, US;IBM, US
246;US020210117909A1;GOPINATH RAMESH, US;IBM, US
247;US020210117909A1;HARSHA PAVITHRA, US;IBM, US
248;US020210117909A1;JAGMOHAN ASHISH, US;IBM, US
249;US020210117909A1;KOC ALI, US;IBM, US
250;US020210117909A1;PAULSON ELISABETH CLAIRE, US;IBM, US
251;US020210117909A1;RATAKONDA KRISHNA CHAITANYA, US;IBM, US
252;US020210117896A1;DESHPANDE AJAY ASHOK, US;IBM, US
253;US020210117896A1;HARSHA PAVITHRA, US;IBM, US
254;US020210117896A1;JAGMOHAN ASHISH, US;IBM, US
255;US020210117896A1;KOC ALI, US;IBM, US
256;US020210117896A1;MOHAN RAKESH, US;IBM, US
257;US020210117896A1;ZHANG YUN, US;IBM, US
258;US020210117408A1;APPEL ANA PAULA, BR;IBM, US
259;US020210117408A1;BINOTTO ALECIO PEDRO DELAZARI, BR;IBM, US
260;US020210117408A1;FIGUEREDO DE SANTANA VAGNER, BR;IBM, US
261;US020210117408A1;SILVA DE LUCENA PERCIVAL, BR;IBM, US
262;US020210117404A1;GARAGIOLA ANDRES, AR;IBM, US
263;US020210117404A1;IRAZABAL JERONIMO, AR;IBM, US
264;US020210117385A1;HALDAR KAUSTAV, CA;IBM, US
265;US020210117385A1;RUEGER ERIK, DE;IBM, US
266;US020210117381A1;GARAGIOLA ANDRES, AR;IBM, US
267;US020210117381A1;IRAZABAL JERONIMO, AR;IBM, US
268;US020210112063A1;BALASUBRAMANIAN VENKATAKRISHNAN, IN;BANK OF AMERICA, US
269;US020210112063A1;CASTINADO JOSEPH B, US;BANK OF AMERICA, US
270;US020210112063A1;THOMAS RICHARD HUW, US;BANK OF AMERICA, US
271;US020210110493A1;YANG XINYING, CN;ADVANCED NEW TECHNOLOGIES CO LTD, KY
272;US020210110386A1;COOK KATHERINE, US;COINBASE INC, US
273;US020210110386A1;MEYER JONAS, US;COINBASE INC, US
274;US020210110381A1;AMLIN MARK, GB;JPMORGAN CHASE BANK NA, US
275;US020210110381A1;CROCKER JOHN-PAUL ANTONY, GB;JPMORGAN CHASE BANK NA, US
276;US020210110381A1;FICHET MARC-ANTOINE, GB;JPMORGAN CHASE BANK NA, US
277;US020210110381A1;LOBBAN TYRONE, GB;JPMORGAN CHASE BANK NA, US
278;US020210110381A1;LOVELL ANDREW, GB;JPMORGAN CHASE BANK NA, US
279;US020210110381A1;MARGOLIS OLIVER, GB;JPMORGAN CHASE BANK NA, US
280;US020210110381A1;MOR VIRESH, GB;JPMORGAN CHASE BANK NA, US
281;US020210110381A1;MOY CHRISTINE, US;JPMORGAN CHASE BANK NA, US
282;US020210110381A1;THOMAS PAUL, GB;JPMORGAN CHASE BANK NA, US
283;US020210110057A1;DHIMAN AASTHA, IN;MASTERCARD INTERNATIONAL INC, US
284;US020210110057A1;KODURI ADITYA, IN;MASTERCARD INTERNATIONAL INC, US
285;US020210110057A1;LAMBA RAHUL, IN;MASTERCARD INTERNATIONAL INC, US
286;US020210110057A1;RUNGTA TUSHAR, IN;MASTERCARD INTERNATIONAL INC, US
287;US020210109825A1;LIAO XIAOJUN, CN;ADVANCED NEW TECHNOLOGIES CO LTD, KY
288;US020210109797A1;ZHOU ENMING, US;BANK OF AMERICA, US
289;US020210105131A1;GARG CHANDAN, IN;MASTERCARD INTERNATIONAL INC, US
290;US020210105131A1;KUMAWAT JAIPAL SINGH, IN;MASTERCARD INTERNATIONAL INC, US
291;US020210103921A1;GADWALE ADITHYA, US;CAPITAL ONE SERVICES LLC, US
292;US020210103921A1;LILLARD RANDOLPH, US;CAPITAL ONE SERVICES LLC, US
293;US020210091960A1;LANG JAKOB CHRISTOPHER, DE;IBM, US
294;US020210091960A1;NUNEZ MENCIAS ANGEL, DE;IBM, US
295;US020210091960A1;SCHMIDBAUER JOERG, DE;IBM, US
296;US020210091960A1;WERNER KLAUS, DE;IBM, US
297;US020210090136A1;HARRIS THEODORE, US;VISA INT SERVICE ASS, US
298;US020210090136A1;KOROLEVSKAYA TATIANA, US;VISA INT SERVICE ASS, US
299;US020210090136A1;LI YUE, US;VISA INT SERVICE ASS, US
300;US020210089514A1;LANG JAKOB CHRISTOPHER, DE;IBM, US
301;US020210089514A1;NUNEZ MENCIAS ANGEL, DE;IBM, US
302;US020210089514A1;SCHMIDBAUER JOERG, DE;IBM, US
303;US020210089514A1;WERNER KLAUS, DE;IBM, US
304;US020210081397A1;BALAJI SUJATHA, IN;BANK OF AMERICA, US
305;US020210081397A1;ERANKI SANDHYA, IN;BANK OF AMERICA, US
306;US020210081397A1;NAVARAJAN SARATH KUMAR, IN;BANK OF AMERICA, US
307;US020210081397A1;SHARMA SWAPNIL, IN;BANK OF AMERICA, US
308;US020210081271A1;BARTFAI-WALCOTT KATALIN, US;INTEL CORP, US
309;US020210081271A1;DOSHI KSHITIJ, US;INTEL CORP, US
310;US020210081271A1;GUIM BERNAT FRANCESC, ES;INTEL CORP, US
311;US020210081271A1;SMITH NED M, US;INTEL CORP, US
312;US020210067518A1;LAMBRIGHT LYDIA, US;BANK OF AMERICA, US
313;US020210067518A1;SLOANE BRANDON, US;BANK OF AMERICA, US
314;US020210065469A1;DUTTA NEIL, US;TOYOTA MOTOR NORTH AMERICA INC, US
315;US020210065469A1;NAGPAL ANIL, US;TOYOTA MOTOR NORTH AMERICA INC, US
316;US020210065307A1;DUTTA NEIL, US;TOYOTA MOTOR NORTH AMERICA INC, US
317;US020210065307A1;NAGPAL ANIL, US;TOYOTA MOTOR NORTH AMERICA INC, US
318;US020210065306A1;DUTTA NEIL, US;TOYOTA MOTOR NORTH AMERICA INC, US
319;US020210065306A1;NAGPAL ANIL, US;TOYOTA MOTOR NORTH AMERICA INC, US
320;US020210065188A1;BRAGHIN STEFANO, IE;IBM, US
321;US020210065188A1;LEVACHER KILLIAN, IE;IBM, US
322;US020210065188A1;RAGNOLI EMANUELE, IE;IBM, US
323;US020210065188A1;SAGIRLAR GOKHAN, IE;IBM, US
324;US020210065180A1;EMARU HIRONORI, JP;HITACHI LTD, JP
325;US020210065180A1;FUKUTA KEI, JP;HITACHI LTD, JP
326;US020210065167A1;GOODSITT JEREMY EDWARD, US;CAPITAL ONE SERVICES LLC, US
327;US020210065167A1;PHAM VINCENT, US;CAPITAL ONE SERVICES LLC, US
328;US020210065167A1;RAFFERTY GALEN, US;CAPITAL ONE SERVICES LLC, US
329;US020210065167A1;TRUONG ANH, US;CAPITAL ONE SERVICES LLC, US
330;US020210065167A1;WALTERS AUSTIN GRANT, US;CAPITAL ONE SERVICES LLC, US
331;US020210064663A1;BURRELL CHARLES JASON, US;BANK OF AMERICA, US
332;US020210064663A1;CARR SARA SUZANNE, US;BANK OF AMERICA, US
333;US020210064663A1;COOK JANE ELIZABETH, US;BANK OF AMERICA, US
334;US020210064663A1;DUPONT JUSTIN RILEY, US;BANK OF AMERICA, US
335;US020210064663A1;GUPTA KAJAL, US;BANK OF AMERICA, US
336;US020210064663A1;HOLLAND BRADLEY RYAN, US;BANK OF AMERICA, US
337;US020210064663A1;HUGGINS ROBERT NYELAND, US;BANK OF AMERICA, US
338;US020210064663A1;LILLIE CHRISTINA ANN, US;BANK OF AMERICA, US
339;US020210064663A1;SIDDIQUI KASHIF M, US;BANK OF AMERICA, US
340;US020210058231A1;NOGAYAMA TAKAHIDE, JP;IBM, US
341;US020210058231A1;TAKAHASHI TOSHIHIRO, JP;IBM, US
342;US020210056557A1;MAHESHWARI RAJAT, SG;MASTERCARD INTERNATIONAL INC, US
343;US020210056557A1;SHARMA PRASHANT, US;MASTERCARD INTERNATIONAL INC, US
344;US020210056557A1;WU AMY, US;MASTERCARD INTERNATIONAL INC, US
345;US020210056557A1;YEN PHILIP WEI PING, SG;MASTERCARD INTERNATIONAL INC, US
346;US020210056530A1;KOBAYASHI MIHO, JP;HITACHI LTD, JP
347;US020210056530A1;KUROSAWA YUUICHI, JP;HITACHI LTD, JP
348;US020210056530A1;MORIKI TOSHIOMI, JP;HITACHI LTD, JP
349;US020210056530A1;SATOH HIROKI, JP;HITACHI LTD, JP
350;US020210056520A1;LETSON MICHAEL JOHN, US;BANK OF AMERICA, US
351;US020210056520A1;THOMSEN KEVIN PATRICK, US;BANK OF AMERICA, US
352;US020210049685A1;DEMONNER NICHOLAS, US;COINBASE INC, US
353;US020210049685A1;MARCIN DAVID, US;COINBASE INC, US
354;US020210049685A1;TACHAU WILLIAM, US;COINBASE INC, US
355;US020210049608A1;YANG XINYING, CN;ADVANCED NEW TECHNOLOGIES CO LTD, KY
356;US020210049602A1;YANG XINYING, CN;ADVANCED NEW TECHNOLOGIES CO LTD, KY
357;US020210049595A1;YANG XINYING, CN;ADVANCED NEW TECHNOLOGIES CO LTD, KY
358;US020210049281A1;BRAGHIN STEFANO, IE;IBM, US
359;US020210049281A1;LEVACHER KILLIAN, IE;IBM, US
360;US020210049281A1;RAGNOLI EMANUELE, IE;IBM, US
361;US020210044439A1;YANG XINYING, CN;ADVANCED NEW TECHNOLOGIES CO LTD, KY
362;US020210042698A1;BATIE JOSHUA C, US;TOYOTA MOTOR NORTH AMERICA INC, US
363;US020210042698A1;SALEH AGHYAD, US;TOYOTA MOTOR NORTH AMERICA INC, US
364;US020210042691A1;BATIE JOSHUA C, US;TOYOTA MOTOR NORTH AMERICA INC, US
365;US020210042691A1;SALEH AGHYAD, US;TOYOTA MOTOR NORTH AMERICA INC, US
366;US020210041892A1;BATIE JOSHUA C, US;TOYOTA MOTOR NORTH AMERICA INC, US
367;US020210041892A1;SALEH AGHYAD, US;TOYOTA MOTOR NORTH AMERICA INC, US
368;US020210035386A1;BATIE JOSHUA C, US;TOYOTA MOTOR NORTH AMERICA INC, US
369;US020210035386A1;BRUGMAN LOUIS, US;TOYOTA MOTOR NORTH AMERICA INC, US
370;US020210035377A1;BATIE JOSHUA C, US;TOYOTA MOTOR NORTH AMERICA INC, US
371;US020210035377A1;BRUGMAN LOUIS, US;TOYOTA MOTOR NORTH AMERICA INC, US
372;US020210035101A1;FARIVAR REZA, US;CAPITAL ONE SERVICES LLC, US
373;US020210035101A1;GOODSITT JEREMY, US;CAPITAL ONE SERVICES LLC, US
374;US020210035101A1;PHAM VINCENT, US;CAPITAL ONE SERVICES LLC, US
375;US020210035101A1;RAFFERTY GALEN, US;CAPITAL ONE SERVICES LLC, US
376;US020210035101A1;TRUONG ANH, US;CAPITAL ONE SERVICES LLC, US
377;US020210035101A1;WALTERS AUSTIN, US;CAPITAL ONE SERVICES LLC, US
378;US020210035101A1;WATSON MARK, US;CAPITAL ONE SERVICES LLC, US
379;US020210034455A1;DENG FUXI, CN;ADVANCED NEW TECHNOLOGIES CO LTD, KY
380;US020210034243A1;BATIE JOSHUA C, US;TOYOTA MOTOR NORTH AMERICA INC, US
381;US020210034243A1;BRUGMAN LOUIS, US;TOYOTA MOTOR NORTH AMERICA INC, US
382;US020210029194A1;KURIAN MANU JACOB, US;BANK OF AMERICA, US
383;US020210029194A1;THOMAS RICHARD HUW, US;BANK OF AMERICA, US
384;US020210029121A1;KURIAN MANU JACOB, US;BANK OF AMERICA, US
385;US020210029121A1;THOMAS RICHARD HUW, US;BANK OF AMERICA, US
386;US020210027293A1;GROARKE PETER J, IE;MASTERCARD INTERNATIONAL INC, US
387;US020210026841A1;ATWAL GURPREET, US;MASTERCARD INTERNATIONAL INC, US
388;US020210026841A1;GARG CHANDAN, IN;MASTERCARD INTERNATIONAL INC, US
389;US020210026841A1;KUMAWAT JAIPAL SINGH, IN;MASTERCARD INTERNATIONAL INC, US
390;US020210021642A1;NOVOTNY PETR, US;IBM, US
391;US020210021642A1;OLSON TIMOTHY, US;IBM, US
392;US020210021426A1;BETHGE RICARDA, DE;SAP SE, DE
393;US020210021426A1;HELD MATHIAS, DE;SAP SE, DE
394;US020210021426A1;RAUCH DAVID, DE;SAP SE, DE
395;US020210021426A1;SCHERRER ARNE, DE;SAP SE, DE
396;US020210021426A1;SHAKERI MEHRAN, DE;SAP SE, DE
397;US020210019740A1;BHAMIDIPATI VENKATA SIVA VIJAYENDRA, US;EBAY INC, US
398;US020210019740A1;CHAMORRO DEREK, US;EBAY INC, US
399;US020210019740A1;CHAN MICHAEL, US;EBAY INC, US
400;US020210019740A1;JAIN ARPIT, US;EBAY INC, US
401;US020210019740A1;MURALIDHAR ANIRUDH KAMALAPURAM, US;EBAY INC, US
402;US020210019740A1;MURTHY ASHOK SRINIVASA, US;EBAY INC, US
403;US020210019326A1;BETHGE RICARDA, DE;SAP SE, DE
404;US020210019326A1;HELD MATHIAS, DE;SAP SE, DE
405;US020210019326A1;KUHNERT DENNIS, DE;SAP SE, DE
406;US020210019326A1;RAUCH DAVID, DE;SAP SE, DE
407;US020210019326A1;RUBIO ANTONIO ESTRADA, DE;SAP SE, DE
408;US020210019326A1;SCHERRER ARNE, DE;SAP SE, DE
409;US020210019326A1;SHAKERI MEHRAN, DE;SAP SE, DE
410;US020210019326A1;VENTZKE KEVIN, DE;SAP SE, DE
411;US020210014113A1;BARTFAI-WALCOTT KATALIN, US;INTEL CORP, US
412;US020210014113A1;DOSHI KSHITIJ, US;INTEL CORP, US
413;US020210014113A1;GUIM BERNAT FRANCESC, ES;INTEL CORP, US
414;US020210014069A1;GARG CHANDAN, IN;MASTERCARD INTERNATIONAL INC, US
415;US020210014069A1;KESHTWAL PUNEET, IN;MASTERCARD INTERNATIONAL INC, US
416;US020210014069A1;LAMBA RAHUL, IN;MASTERCARD INTERNATIONAL INC, US
417;US020210014069A1;THUKRAL ABHINAV, IN;MASTERCARD INTERNATIONAL INC, US
418;US020210012325A1;HARISH VISHRUTH, CA;IBM, US
419;US020210012248A1;GUPTA PULKIT, IN;MASTERCARD INTERNATIONAL INC, US
420;US020210012248A1;JAIN ASHISH, IN;MASTERCARD INTERNATIONAL INC, US
421;US020210012248A1;NARANG BHUPINDER SINGH, IN;MASTERCARD INTERNATIONAL INC, US
422;US020200409952A1;AGRAWAL VINAYAK, US;IBM, US
423;US020200409952A1;ARAVIND KAVIN, US;IBM, US
424;US020200409952A1;BERNIN OLIVIER, IE;IBM, US
425;US020200409952A1;DEAN THOMAS JOSEPH, US;IBM, US
426;US020200403809A1;BHAMIDIPATI VENKATA SIVA VIJAYENDRA, US;EBAY INC, US
427;US020200403809A1;CHAMORRO DEREK, US;EBAY INC, US
428;US020200403809A1;CHAN MICHAEL, US;EBAY INC, US
429;US020200403809A1;FORSYTHE RALPH SCOTT, US;EBAY INC, US
430;US020200403809A1;JAIN ARPIT, US;EBAY INC, US
431;US020200402168A1;JOHNSON ANTHONY, US;CAPITAL ONE SERVICES LLC, US
432;US020200402065A1;BOWLING JOHN RYAN, US;BANK OF AMERICA, US
433;US020200402065A1;DAVIS RYAN, US;BANK OF AMERICA, US
434;US020200402065A1;DELSON KEVIN A, US;BANK OF AMERICA, US
435;US020200402065A1;FAIRCHILD ALBENA N, US;BANK OF AMERICA, US
436;US020200402065A1;KAPUR MONIKA, US;BANK OF AMERICA, US
437;US020200402065A1;SANGHVI SITEN, US;BANK OF AMERICA, US
438;US020200402065A1;SLOANE BRANDON, US;BANK OF AMERICA, US
439;US020200396283A1;CHAKRABORTY SHREYA, IN;IBM, US
440;US020200396283A1;GOVINDARAJAN CHANDER, IN;IBM, US
441;US020200396283A1;SARAF ADARSH, IN;IBM, US
442;US020200396083A1;KODURI ADITYA, IN;MASTERCARD INTERNATIONAL INC, US
443;US020200396083A1;KUMAWAT JAIPAL SINGH, IN;MASTERCARD INTERNATIONAL INC, US
444;US020200396083A1;PATEL RAKESH, IN;MASTERCARD INTERNATIONAL INC, US
445;US020200394620A1;AMOLI SAHIL, US;COINBASE INC, US
446;US020200394620A1;BATTISTELLA TYSON, US;COINBASE INC, US
447;US020200394620A1;COLLIER PAUL, US;COINBASE INC, US
448;US020200394620A1;JOVESKI BOJAN, US;COINBASE INC, US
449;US020200394620A1;KIM KAISER, US;COINBASE INC, US
450;US020200394620A1;O'BRIEN JUSTIN, US;COINBASE INC, US
451;US020200394552A1;GANAPAVARAPU VENKATA SITARAMAGIRIDHARGANESH, US;IBM, US
452;US020200394552A1;SARPATWAR KANTHI, US;IBM, US
453;US020200394552A1;SHANMUGAM KARTHIKEYAN, US;IBM, US
454;US020200394552A1;VACULIN ROMAN, US;IBM, US
455;US020200394471A1;GANAPAVARAPU VENKATA SITARAMAGIRIDHARGANESH, US;IBM, US
456;US020200394471A1;SARPATWAR KANTHI, US;IBM, US
457;US020200394471A1;SHANMUGAM KARTHIKEYAN, US;IBM, US
458;US020200394471A1;VACULIN ROMAN, US;IBM, US
459;US020200394470A1;GANAPAVARAPU VENKATA SITARAMAGIRIDHARGANESH, US;IBM, US
460;US020200394470A1;SARPATWAR KANTHI, US;IBM, US
461;US020200394470A1;SHANMUGAM KARTHIKEYAN, US;IBM, US
462;US020200394470A1;VACULIN ROMAN, US;IBM, US
463;US020200394322A1;DICKENSON MARC, US;IBM, US
464;US020200394322A1;NAIR SUMABALA, US;IBM, US
465;US020200394322A1;RAMOS IGOR S, US;IBM, US
466;US020200394321A1;DICKENSON MARC, US;IBM, US
467;US020200394321A1;NAIR SUMABALA, US;IBM, US
468;US020200394321A1;RAMOS IGOR S, US;IBM, US
469;US020200394220A1;BASET SALMAN ABDUL, US;IBM, US
470;US020200394220A1;NOVOTNY PETR, US;IBM, US
471;US020200394220A1;ZHANG QI, US;IBM, US
472;US020200394207A1;CHAKRABORTY SHREYA, IN;IBM, US
473;US020200394207A1;GOVINDARAJAN CHANDER, IN;IBM, US
474;US020200394207A1;SARAF ADARSH, IN;IBM, US
475;US020200394175A1;BASET SALMAN ABDUL, US;IBM, US
476;US020200394175A1;NOVOTNY PETR, US;IBM, US
477;US020200394175A1;ZHANG QI, US;IBM, US
478;US020200394165A1;AGRAWAL PRIYANKA, IN;IBM, US
479;US020200394165A1;DANDA SAI KOTI REDDY, IN;IBM, US
480;US020200394165A1;DAYAMA PANKAJ S, IN;IBM, US
481;US020200394165A1;SAHA AMRITA, IN;IBM, US
482;US020200394165A1;TAMILSELVAM SRIKANTH GOVINDARAJ, IN;IBM, US
483;US020200394162A1;IIZUKA DAISUKE, JP;HITACHI LTD, JP
484;US020200389518A1;BASET SALMAN ABDUL, US;IBM, US
485;US020200389518A1;NOVOTNY PETR, US;IBM, US
486;US020200389518A1;THOENNES MATHEW S, US;IBM, US
487;US020200389518A1;ZHANG QI, US;IBM, US
488;US020200389318A1;GARAGIOLA ANDRES, AR;IBM, US
489;US020200389318A1;IRAZABAL JERONIMO, AR;IBM, US
490;US020200389318A1;ROMERO LOPEZ GUILLERMO, AR;IBM, US
491;US020200389313A1;DAYAMA PANKAJ S, IN;IBM, US
492;US020200389313A1;PANDIT VINAYAKA, IN;IBM, US
493;US020200389313A1;SAMPATH KAMESHWARAN, IN;IBM, US
494;US020200389313A1;SINGH NITIN, IN;IBM, US
495;US020200389290A1;BATHEN LUIS ANGEL, US;IBM, US
496;US020200389290A1;MADL GABOR, US;IBM, US
497;US020200389290A1;PONCELEON DULCE B, US;IBM, US
498;US020200388366A1;BARACALDO ANGEL NATHALIE, US;IBM, US
499;US020200388366A1;GAUR NITIN, US;IBM, US
500;US020200388366A1;PONCELEON DULCE B, US;IBM, US
501;US020200388365A1;BARACALDO ANGEL NATHALIE, US;IBM, US
502;US020200388365A1;GAUR NITIN, US;IBM, US
503;US020200388365A1;PONCELEON DULCE B, US;IBM, US
504;US020200387910A1;GAUR NITIN, US;IBM, US
505;US020200387910A1;PONCELEON DULCE B, US;IBM, US
506;US020200387501A1;FORD DANIEL, US;IBM, US
507;US020200387500A1;APPEL ANA PAULA, BR;IBM, US
508;US020200387500A1;ITO MARCIA, BR;IBM, US
509;US020200387500A1;MALFIZA GARCIA DE MACEDO MAYSA, BR;IBM, US
510;US020200387500A1;SILVA DE LUCENA PERCIVAL, BR;IBM, US
511;US020200387432A1;KAMIJOH KOHICHI, JP;IBM, US
512;US020200387432A1;KAWACHIYA KIYOKUNI, JP;IBM, US
513;US020200387432A1;KAWAHARA RYO, JP;IBM, US
514;US020200387432A1;TATEISHI TAKAAKI, JP;IBM, US
515;US020200387395A1;SZALAI ZSOLT, FR;IBM, US
516;US020200387395A1;VIALE JOEL, FR;IBM, US
517;US020200382283A1;IRAZABAL JERONIMO, AR;IBM, US
518;US020200380528A1;CANNON JANE M, US;BANK OF AMERICA, US
519;US020200380528A1;CARWILE DENNIS W, US;BANK OF AMERICA, US
520;US020200380528A1;GANAPATHY SRINI, US;BANK OF AMERICA, US
521;US020200380528A1;HART PAUL, US;BANK OF AMERICA, US
522;US020200380528A1;STEIN ALEKSANDRA, US;BANK OF AMERICA, US
523;US020200380482A1;BILOZ JOHN L, US;JPMORGAN CHASE BANK NA, US
524;US020200380482A1;HOFFMAN STEPHEN, US;JPMORGAN CHASE BANK NA, US
